Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Posted_date,Age_of_listing_in_days,Location,City,Latitude,Longitude
"Al Forsan Village, Khalifa City, Abu Dhabi",214000,4,6,Villa,6306,33.93593403108151,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Corniche Area, Abu Dhabi",140000,3,5,Apartment,2000,70.0,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Corniche Area,Abu Dhabi,24.484107,54.35067
"Canal Residence, Al Reem Island, Abu Dhabi",145000,2,3,Apartment,1500,96.66666666666669,High,Yearly,Unfurnished,For Rent,2023-12-23,120,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Luluat Al Raha, Al Raha Beach, Abu Dhabi",105000,2,4,Apartment,1450,72.41379310344827,Medium,Yearly,Unfurnished,For Rent,2023-12-28,115,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Marina Bay, City of Lights, Al Reem Island, Abu Dhabi",55000,1,2,Apartment,950,57.89473684210526,Low,Yearly,Unfurnished,For Rent,2023-12-23,120,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Azure, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",90000,2,3,Apartment,1580,56.962025316455694,Medium,Yearly,Unfurnished,For Rent,2023-12-25,118,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"The Cedars, Yas Acres, Yas Island, Abu Dhabi",200000,2,3,Townhouse,2421,82.61049153242462,High,Yearly,Unfurnished,For Rent,2024-04-08,13,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Nahyan, Abu Dhabi",220000,5,7,Villa,2255,97.5609756097561,High,Yearly,Unfurnished,For Rent,2024-04-01,20,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"Al Maqta Village, Al Matar, Abu Dhabi",75000,2,3,Apartment,1400,53.57142857142857,Medium,Yearly,Unfurnished,For Rent,2024-03-30,22,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Al Muroor, Abu Dhabi",75000,3,4,Apartment,1800,41.66666666666666,Medium,Yearly,Unfurnished,For Rent,2024-03-30,22,Al Muroor,Abu Dhabi,24.4725056,54.376269
"Khalifa City, Abu Dhabi",140000,5,6,Villa,3469,40.3574517151917,Medium,Yearly,Unfurnished,For Rent,2024-03-17,35,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Electra Street, Abu Dhabi",85000,3,3,Apartment,2400,35.416666666666664,Medium,Yearly,Unfurnished,For Rent,2024-03-16,36,Electra Street,Abu Dhabi,24.4650344,54.337592
"Sea Side Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",72000,2,3,Apartment,1130,63.71681415929204,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Mohammed Bin Zayed City, Abu Dhabi",135000,4,6,Villa,12579,10.732172668733604,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Khalifa City, Abu Dhabi",29999,0,1,Apartment,650,46.152307692307694,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Shabiya 10, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",45000,2,2,Apartment,2000,22.5,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Shabiya 10, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",50000,2,2,Apartment,1900,26.31578947368421,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Soho Square Residences, Soho Square, Saadiyat Island, Abu Dhabi",200000,3,5,Townhouse,2200,90.9090909090909,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Noya, Yas Island, Abu Dhabi",195000,3,4,Townhouse,1810,107.73480662983424,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Saraya One, Corniche Area, Abu Dhabi",115000,2,3,Apartment,1951,58.94413121476166,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Corniche Area,Abu Dhabi,24.484107,54.35067
"Al Rahba, Abu Dhabi",22000,0,1,Apartment,900,24.444444444444443,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Rahba,Abu Dhabi,24.6030114,54.6947478
"Shabiya 10, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",46000,1,2,Apartment,1200,38.333333333333336,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Zone 16, Mohammed Bin Zayed City, Abu Dhabi",105000,3,4,Villa,4700,22.34042553191489,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Muneera, Al Raha Beach, Abu Dhabi",99000,2,4,Apartment,1400,70.71428571428571,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Shabiya 12, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",45000,1,2,Apartment,1300,34.61538461538461,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Tourist Club Area (TCA), Abu Dhabi",50000,2,2,Apartment,1300,38.46153846153846,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Al Shamkha, Abu Dhabi",48000,2,2,Apartment,2250,21.33333333333333,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Riman Tower, Al Raha Beach, Abu Dhabi",165000,3,4,Apartment,1750,94.28571428571428,High,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Wahdah Street (Delma Street), Al Wahdah, Abu Dhabi",50000,2,2,Apartment,1501,33.311125916055964,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Wahdah,Abu Dhabi,24.4651138,54.3790331
"SE14, Khalifa City, Abu Dhabi",34000,0,1,Apartment,600,56.66666666666666,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Burj Mohammed Bin Rashid - WTC, Al Markaziya, Abu Dhabi",178471,3,4,Apartment,1820,98.060989010989,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Al Hills Villas, Hills Abu Dhabi, Al Maqtaa, Abu Dhabi",300000,5,5,Villa,8500,35.294117647058826,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Maqtaa,Abu Dhabi,24.4345654,54.4543861
"Tourist Club Area (TCA), Abu Dhabi",75000,3,4,Apartment,1800,41.66666666666666,Medium,Yearly,Unfurnished,For Rent,2024-03-11,41,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Al Hosn, Abu Dhabi",69999,3,4,Apartment,1722,40.649825783972126,Medium,Yearly,Unfurnished,For Rent,2024-02-01,80,Al Hosn,Abu Dhabi,24.47311215,54.36330129768281
"Khalifa City, Abu Dhabi",40000,1,1,Apartment,1000,40.0,Low,Yearly,Unfurnished,For Rent,2023-09-28,206,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Najmat C01 Tower, Najmat Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",85000,2,3,Apartment,1456,58.37912087912088,Medium,Yearly,Unfurnished,For Rent,2024-04-01,20,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Najmat C02 Tower, Najmat Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",85000,2,3,Apartment,1292,65.78947368421052,Medium,Yearly,Unfurnished,For Rent,2024-03-26,26,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Wave Tower, Corniche Area, Abu Dhabi",260000,5,7,Apartment,3200,81.25,High,Yearly,Unfurnished,For Rent,2023-09-10,224,Corniche Area,Abu Dhabi,24.484107,54.35067
"Hamdan Street, Abu Dhabi",80000,3,3,Apartment,1800,44.44444444444444,Medium,Yearly,Unfurnished,For Rent,2023-09-08,226,Hamdan Street,Abu Dhabi,24.2479318,55.717251
"Al Raha Beach, Abu Dhabi",99999,2,3,Apartment,1700,58.822941176470586,Medium,Yearly,Unfurnished,For Rent,2024-03-22,30,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Khalifa City, Abu Dhabi",160000,5,7,Villa,6850,23.35766423357664,High,Yearly,Unfurnished,For Rent,2024-03-18,34,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Cornich Al Khalidiyah, Al Khalidiyah, Abu Dhabi",75000,2,3,Apartment,1549,48.41833440929632,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Al Zeina Building A, Al Zeina, Al Raha Beach, Abu Dhabi",172000,4,5,Penthouse,2830,60.7773851590106,High,Yearly,Unfurnished,For Rent,2024-01-30,82,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Bawabat Al Sharq, Baniyas, Abu Dhabi",57000,1,2,Apartment,920,61.95652173913044,Low,Yearly,Unfurnished,For Rent,2024-04-04,17,Baniyas,Abu Dhabi,24.488919,54.3625614
"Al Raha Beach, Abu Dhabi",100000,2,3,Apartment,1400,71.42857142857143,Medium,Yearly,Unfurnished,For Rent,2024-04-04,17,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Mayan, Yas Island, Abu Dhabi",125000,1,2,Apartment,1019,122.6692836113837,Medium,Yearly,Unfurnished,For Rent,2024-03-29,23,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Falah City, Abu Dhabi",70000,3,2,Villa,3560,19.662921348314608,Medium,Yearly,Unfurnished,For Rent,2024-03-21,31,Al Falah City,Abu Dhabi,24.4382768,54.73110858088231
"Building 6, Al Reef Downtown, Al Reef, Abu Dhabi",90000,3,4,Apartment,1668,53.9568345323741,Medium,Yearly,Unfurnished,For Rent,2024-03-20,32,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Al Dana, Al Raha Beach, Abu Dhabi",115000,2,4,Apartment,1463,78.6056049213944,Medium,Yearly,Unfurnished,For Rent,2024-03-20,32,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Madinat Al Riyadh, Abu Dhabi",45000,2,2,Apartment,1100,40.90909090909091,Low,Yearly,Unfurnished,For Rent,2024-03-19,33,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Qaryat Al HIDD, HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",90000,1,2,Apartment,930,96.7741935483871,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Reem Island, Abu Dhabi",120000,3,4,Apartment,3999,30.00750187546887,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"City of Lights, Al Reem Island, Abu Dhabi",110000,3,4,Apartment,4999,22.00440088017604,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Landmark Tower, Corniche Road, Abu Dhabi",210000,4,5,Apartment,2800,75.0,High,Yearly,Unfurnished,For Rent,2024-03-17,35,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Khalifa City, Abu Dhabi",160000,4,6,Villa,3600,44.44444444444444,High,Yearly,Unfurnished,For Rent,2024-04-05,16,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Hydra Village, Abu Dhabi",60000,2,3,Villa,1888,31.779661016949152,Low,Yearly,Unfurnished,For Rent,2024-04-02,19,Hydra Village,Abu Dhabi,24.5463942,54.70197226933276
"Al Shamkha, Abu Dhabi",44999,2,3,Apartment,950,47.36736842105263,Low,Yearly,Unfurnished,For Rent,2024-03-22,30,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Khalifa City, Abu Dhabi",265000,6,10,Villa,20000,13.25,High,Yearly,Unfurnished,For Rent,2024-03-20,32,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"The Gate Tower 1, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",75000,1,2,Apartment,968,77.47933884297521,Medium,Yearly,Furnished,For Rent,2024-03-18,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Raha Beach, Abu Dhabi",95000,2,2,Apartment,2000,47.5,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"3 Sails Tower, Corniche Road, Abu Dhabi",145000,4,4,Apartment,2100,69.04761904761905,High,Yearly,Unfurnished,For Rent,2024-03-18,34,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Najmat C01 Tower, Najmat Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",82500,2,3,Apartment,1291,63.903950426026334,Medium,Yearly,Unfurnished,For Rent,2024-03-18,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Najda Street, Abu Dhabi",75000,3,3,Apartment,1550,48.38709677419355,Medium,Yearly,Unfurnished,For Rent,2024-03-16,36,Al Najda Street,Abu Dhabi,24.4913003,54.3695437
"Marina Square, Al Reem Island, Abu Dhabi",179999,3,4,Townhouse,3150,57.142539682539685,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Hamdan Street, Abu Dhabi",50000,1,2,Apartment,1105,45.24886877828055,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Hamdan Street,Abu Dhabi,24.2425603,55.7121184
"Al Raha Beach, Abu Dhabi",140000,3,4,Apartment,1891,74.03490216816499,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Cornich Al Khalidiyah, Al Khalidiyah, Abu Dhabi",89999,3,4,Apartment,1625,55.384,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Park View Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",115000,2,3,Apartment,1841,62.46605105920696,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Mohammed Bin Zayed City, Abu Dhabi",85000,3,4,Apartment,2500,34.0,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Shabiya 10, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",50000,1,1,Apartment,1150,43.47826086956522,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Mohammed Bin Zayed City, Abu Dhabi",140000,7,8,Villa,4000,35.0,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Shamkha, Abu Dhabi",52000,2,2,Apartment,2200,23.63636363636364,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Shabiya 11, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",43000,2,2,Apartment,1800,23.88888888888889,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Nahyan, Abu Dhabi",40000,1,2,Apartment,999,40.04004004004004,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"Mohammed Bin Zayed City, Abu Dhabi",110000,4,4,Villa,3000,36.66666666666666,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Khalifa City, Abu Dhabi",44000,1,1,Apartment,1230,35.77235772357724,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Madinat Al Riyadh, Abu Dhabi",32999,1,1,Apartment,1850,17.837297297297297,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Madinat Al Riyadh, Abu Dhabi",200000,9,11,Villa,6499,30.773965225419296,High,Yearly,Unfurnished,For Rent,2024-03-13,39,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Mohammed Bin Zayed City, Abu Dhabi",47000,1,1,Apartment,1000,47.0,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Madinat Al Riyadh, Abu Dhabi",32000,1,1,Apartment,1000,32.0,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Mohammed Bin Zayed City, Abu Dhabi",34000,0,1,Apartment,700,48.57142857142857,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Khalidiyah Street, Al Khalidiyah, Abu Dhabi",53000,2,2,Apartment,1230,43.08943089430894,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Al Falah Street, Abu Dhabi",55000,1,2,Apartment,1000,55.0,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Falah Street,Abu Dhabi,24.280096,55.766997
"Tala Tower, Marina Square, Al Reem Island, Abu Dhabi",75000,1,2,Apartment,936,80.12820512820512,Medium,Yearly,Furnished,For Rent,2024-03-12,40,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",76999,2,3,Apartment,1175,65.53106382978723,Medium,Yearly,Unfurnished,For Rent,2024-03-11,41,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Pixel, Makers District, Al Reem Island, Abu Dhabi",220000,3,4,Apartment,1567,140.39566049776644,High,Yearly,Furnished,For Rent,2024-03-10,42,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Fairmont Marina Residences, The Marina, Abu Dhabi",180000,1,2,Apartment,997,180.54162487462384,High,Yearly,Furnished,For Rent,2024-03-06,46,The Marina,Abu Dhabi,24.479853,54.319951
"Khalifa City, Abu Dhabi",285000,6,6,Villa,7018,40.60986035907666,High,Yearly,Unfurnished,For Rent,2023-09-12,222,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Raha Beach, Abu Dhabi",95000,2,4,Apartment,1560,60.8974358974359,Medium,Yearly,Unfurnished,For Rent,2024-03-22,30,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Seef, Al Raha Beach, Abu Dhabi",92000,2,4,Apartment,1750,52.57142857142857,Medium,Yearly,Unfurnished,For Rent,2023-03-05,413,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Shamkha, Abu Dhabi",30000,1,1,Apartment,3000,10.0,Low,Yearly,Unfurnished,For Rent,2024-03-16,36,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Madinat Al Riyadh, Abu Dhabi",28000,1,1,Apartment,800,35.0,Low,Yearly,Unfurnished,For Rent,2024-03-16,36,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Reem Island, Abu Dhabi",80000,2,3,Apartment,1450,55.172413793103445,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Muneera, Al Raha Beach, Abu Dhabi",160000,3,4,Apartment,2000,80.0,High,Yearly,Unfurnished,For Rent,2023-08-19,246,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Khalifa City, Abu Dhabi",41000,1,1,Apartment,1000,41.0,Low,Yearly,Unfurnished,For Rent,2024-02-17,64,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Mamoura, Al Nahyan, Abu Dhabi",129999,4,5,Apartment,2200,59.09045454545455,Medium,Yearly,Unfurnished,For Rent,2023-03-05,413,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"Al Rahba, Abu Dhabi",60000,3,3,Apartment,2700,22.22222222222222,Low,Yearly,Unfurnished,For Rent,2023-12-13,130,Al Rahba,Abu Dhabi,24.6030114,54.6947478
"Al Beed Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",55000,1,2,Apartment,800,68.75,Low,Yearly,Unfurnished,For Rent,2023-12-24,119,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Ain Tower, Al Khalidiyah, Abu Dhabi",117000,2,4,Apartment,1600,73.125,Medium,Yearly,Unfurnished,For Rent,2023-12-29,114,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Khalifa City, Abu Dhabi",26000,0,1,Apartment,600,43.333333333333336,Low,Yearly,Unfurnished,For Rent,2024-04-08,13,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Zaab, Abu Dhabi",65000,2,3,Apartment,2365,27.48414376321353,Low,Yearly,Unfurnished,For Rent,2024-03-30,22,Al Zaab,Abu Dhabi,24.4669334,54.36062335861467
"Azure, Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",240000,1,2,Apartment,1572,152.67175572519085,High,Yearly,Unfurnished,For Rent,2024-03-29,23,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Shamkha, Abu Dhabi",80000,3,3,Apartment,3250,24.615384615384617,Medium,Yearly,Unfurnished,For Rent,2024-03-20,32,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Al Sail Tower, Al Dana, Al Raha Beach, Abu Dhabi",160000,2,3,Apartment,1580,101.26582278481013,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Mohamed Bin Zayed Centre, Mohammed Bin Zayed City, Abu Dhabi",35000,0,1,Apartment,1000,35.0,Low,Yearly,Unfurnished,For Rent,2024-03-15,37,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Hana Tower, Al Khalidiyah, Abu Dhabi",150000,4,4,Apartment,2521,59.50019833399445,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Mohammed Bin Zayed City, Abu Dhabi",29000,0,1,Apartment,650,44.61538461538461,Low,Yearly,Unfurnished,For Rent,2024-03-15,37,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Corniche Area, Abu Dhabi",135000,3,4,Apartment,1800,75.0,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Corniche Area,Abu Dhabi,24.484107,54.35067
"Ansam 4, Ansam, Yas Island, Abu Dhabi",73000,0,1,Apartment,545,133.94495412844037,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Raha Lofts, Al Raha Beach, Abu Dhabi",110000,2,3,Apartment,1176,93.5374149659864,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Water's Edge, Yas Island, Abu Dhabi",140000,3,3,Apartment,1500,93.33333333333331,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Khalifa City, Abu Dhabi",42000,1,1,Apartment,1200,35.0,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Shabiya 10, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",44999,1,2,Apartment,1098,40.98269581056466,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Shamkha, Abu Dhabi",150000,9,11,Villa,7000,21.428571428571427,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Al Bateen, Abu Dhabi",34000,0,1,Apartment,690,49.27536231884058,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Bateen,Abu Dhabi,24.45138385,54.33796581892305
"Meera Shams Tower 1, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",125000,3,3,Apartment,1741,71.79781734635267,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Khalidiyah, Abu Dhabi",160000,3,5,Apartment,1750,91.42857142857144,High,Yearly,Unfurnished,For Rent,2024-03-13,39,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"SE 39, Khalifa City, Abu Dhabi",58000,2,2,Apartment,1400,41.42857142857143,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Shakhbout City, Abu Dhabi",79000,3,4,Apartment,1560,50.64102564102564,Medium,Yearly,Unfurnished,For Rent,2024-03-13,39,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Al Mushrif, Abu Dhabi",400000,5,6,Villa,7000,57.142857142857146,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Zone 20, Mohammed Bin Zayed City, Abu Dhabi",40000,0,1,Apartment,600,66.66666666666667,Low,Yearly,Furnished,For Rent,2024-03-12,40,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Fortress Compound, Al Muroor, Abu Dhabi",161500,4,5,Villa,4250,38.0,High,Yearly,Unfurnished,For Rent,2024-03-11,41,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Al Muroor, Abu Dhabi",90000,3,3,Villa,2000,45.0,Medium,Yearly,Unfurnished,For Rent,2024-03-10,42,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Meera Shams Tower 1, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",105000,2,2,Apartment,1281,81.9672131147541,Medium,Yearly,Furnished,For Rent,2024-03-08,44,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Beach Tower B, Beach Towers, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",79999,1,2,Apartment,1011,79.12858555885262,Medium,Yearly,Unfurnished,For Rent,2024-03-07,45,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Pixel, Makers District, Al Reem Island, Abu Dhabi",85000,1,2,Apartment,726,117.07988980716252,Medium,Yearly,Unfurnished,For Rent,2023-09-13,221,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Rawdhat Abu Dhabi, Abu Dhabi",140000,3,4,Apartment,2550,54.90196078431372,Medium,Yearly,Unfurnished,For Rent,2023-09-08,226,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Al Mushrif, Abu Dhabi",180000,7,9,Villa,7000,25.714285714285715,High,Yearly,Unfurnished,For Rent,2023-09-04,230,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
